"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Protein Groups"
"False"	"High"	"IsMasterProtein"	"Q08760"	"Bud site selection protein RAX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAX1 PE=1 SV=1"	"0.000"	"33.099"	"12"	"5"	"12"	"5"	"435"	"50.1"	"7.33"	"34.09"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P40086"	"Cytochrome c oxidase assembly protein COX15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX15 PE=3 SV=1"	"0.000"	"33.061"	"12"	"5"	"19"	"5"	"486"	"54.6"	"10.17"	"45.10"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P24000"	"60S ribosomal protein L24-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL24B PE=1 SV=1"	"0.000"	"33.057"	"10"	"2"	"25"	"2"	"155"	"17.5"	"11.37"	"120.64"	"2"	"1"
"False"	"High"	"IsMasterProteinCandidate"	"P04449"	"60S ribosomal protein L24-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL24A PE=1 SV=1"	"0.000"	"33.057"	"10"	"2"	"25"	"2"	"155"	"17.6"	"11.28"	"120.64"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P31373"	"Cystathionine gamma-lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYS3 PE=1 SV=2"	"0.000"	"33.026"	"11"	"3"	"13"	"3"	"394"	"42.5"	"6.54"	"44.88"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q12232"	"Uncharacterized protein SLP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SLP1 PE=1 SV=1"	"0.000"	"33.020"	"13"	"6"	"11"	"6"	"587"	"67.4"	"5.48"	"28.98"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P39965"	"Probable proline--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM10 PE=1 SV=1"	"0.000"	"33.006"	"13"	"5"	"13"	"5"	"576"	"65.8"	"7.42"	"28.99"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P25376"	"General amino acid permease AGP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AGP1 PE=1 SV=3"	"0.000"	"32.981"	"10"	"5"	"8"	"5"	"633"	"69.6"	"6.96"	"18.84"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P36521"	"54S ribosomal protein L11, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL11 PE=1 SV=2"	"0.000"	"32.977"	"23"	"4"	"11"	"4"	"249"	"28.5"	"9.70"	"48.75"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q04149"	"Crossover junction endonuclease MUS81 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MUS81 PE=1 SV=1"	"0.000"	"32.893"	"10"	"6"	"13"	"6"	"632"	"72.3"	"8.48"	"30.75"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"Q12229"	"UBX domain-containing protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBX3 PE=1 SV=1"	"0.000"	"32.853"	"14"	"5"	"14"	"5"	"455"	"52.9"	"6.35"	"40.56"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P36152"	"Fe-S cluster assembly protein DRE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DRE2 PE=1 SV=1"	"0.000"	"32.852"	"9"	"2"	"9"	"2"	"348"	"38.5"	"5.31"	"45.69"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P22943"	"12 kDa heat shock protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP12 PE=1 SV=1"	"0.000"	"32.848"	"46"	"4"	"12"	"4"	"109"	"11.7"	"5.38"	"38.64"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q99216"	"Pre-rRNA-processing protein PNO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PNO1 PE=1 SV=1"	"0.000"	"32.690"	"22"	"5"	"30"	"5"	"274"	"30.3"	"9.07"	"58.58"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P07253"	"Cytochrome B pre-mRNA-processing protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CBP6 PE=1 SV=1"	"0.000"	"32.655"	"29"	"6"	"15"	"6"	"162"	"18.7"	"9.89"	"40.80"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P0CX26"	"60S ribosomal protein L43-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL43B PE=1 SV=1"	"0.000"	"32.628"	"45"	"4"	"21"	"4"	"92"	"10.1"	"10.42"	"84.49"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q12372"	"S-methylmethionine permease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MMP1 PE=1 SV=1"	"0.000"	"32.572"	"11"	"5"	"16"	"5"	"583"	"64.2"	"7.91"	"30.33"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P07172"	"Histidinol-phosphate aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS5 PE=3 SV=2"	"0.000"	"32.543"	"12"	"4"	"12"	"4"	"385"	"42.6"	"6.43"	"35.13"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P38149"	"Probable di- and tripeptidase DUG2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DUG2 PE=1 SV=1"	"0.000"	"32.535"	"8"	"5"	"11"	"5"	"878"	"98.0"	"5.53"	"30.05"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P06782"	"Carbon catabolite-derepressing protein kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNF1 PE=1 SV=1"	"0.000"	"32.534"	"12"	"4"	"11"	"4"	"633"	"72.0"	"6.65"	"39.79"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P53633"	"Prenylated Rab acceptor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YIP3 PE=1 SV=2"	"0.000"	"32.499"	"21"	"4"	"18"	"4"	"176"	"19.4"	"8.41"	"70.68"	"4"	"1"
"False"	"High"	"None"	"Q08995"	"Y' element ATP-dependent helicase YPR204W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPR204W PE=2 SV=1"	"0.000"	"32.496"	"6"	"6"	"15"	"0"	"1032"	"115.1"	"6.74"	"51.81"	"6"	"2"
"False"	"High"	"IsMasterProtein"	"P34244"	"Probable serine/threonine-protein kinase HSL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSL1 PE=1 SV=2"	"0.000"	"32.489"	"7"	"8"	"12"	"7"	"1518"	"169.5"	"9.32"	"24.68"	"8"	"1"
"False"	"High"	"IsMasterProtein"	"P38863"	"Spindle pole body component SPC97 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPC97 PE=1 SV=1"	"0.000"	"32.487"	"7"	"5"	"11"	"5"	"823"	"96.8"	"6.38"	"35.61"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P53843"	"Vacuolar protein sorting-associated protein IST1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IST1 PE=1 SV=1"	"0.000"	"32.475"	"13"	"4"	"13"	"4"	"298"	"34.5"	"5.99"	"50.55"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P40151"	"DNA-dependent ATPase MGS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MGS1 PE=1 SV=2"	"0.000"	"32.357"	"11"	"5"	"15"	"5"	"587"	"66.5"	"8.37"	"42.05"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P08004"	"Chitin synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHS1 PE=1 SV=2"	"0.000"	"32.345"	"5"	"5"	"14"	"5"	"1131"	"129.8"	"6.23"	"47.14"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P32857"	"Membrane protein PTM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PTM1 PE=1 SV=2"	"0.000"	"32.297"	"16"	"4"	"15"	"4"	"523"	"60.0"	"5.17"	"44.55"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P34218"	"Histone acetyltransferase SAS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAS3 PE=1 SV=1"	"0.000"	"32.222"	"9"	"5"	"10"	"5"	"831"	"97.5"	"6.46"	"39.91"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P07277"	"Mevalonate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG12 PE=1 SV=1"	"0.000"	"32.212"	"11"	"3"	"8"	"3"	"443"	"48.4"	"5.59"	"28.68"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P53066"	"Ankyrin repeat-containing protein YGL242C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGL242C PE=1 SV=1"	"0.000"	"32.167"	"18"	"2"	"7"	"2"	"181"	"20.1"	"4.20"	"25.33"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P53062"	"Nucleus export protein BRR6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BRR6 PE=1 SV=1"	"0.000"	"32.131"	"19"	"3"	"14"	"3"	"197"	"22.8"	"8.18"	"52.98"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P47818"	"Protein CCC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCC1 PE=1 SV=1"	"0.000"	"32.075"	"13"	"4"	"17"	"4"	"322"	"34.2"	"5.10"	"47.34"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P32485"	"Mitogen-activated protein kinase HOG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOG1 PE=1 SV=2"	"0.000"	"32.028"	"16"	"4"	"16"	"4"	"435"	"48.8"	"5.55"	"49.49"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P29055"	"Transcription initiation factor IIB OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUA7 PE=1 SV=1"	"0.000"	"32.025"	"21"	"5"	"14"	"5"	"345"	"38.2"	"8.60"	"44.57"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P38262"	"SIR4-interacting protein SIF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIF2 PE=1 SV=2"	"0.000"	"31.968"	"12"	"4"	"12"	"4"	"535"	"59.1"	"4.96"	"39.85"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P19955"	"37S ribosomal protein YMR-31, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR31 PE=1 SV=1"	"0.000"	"31.931"	"55"	"5"	"17"	"5"	"123"	"13.7"	"9.51"	"36.77"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P07280"	"40S ribosomal protein S19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS19A PE=1 SV=2"	"0.000"	"31.891"	"42"	"4"	"109"	"4"	"144"	"15.9"	"9.61"	"312.93"	"4"	"1"
"False"	"High"	"IsMasterProteinCandidate"	"P07281"	"40S ribosomal protein S19-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS19B PE=1 SV=2"	"0.000"	"31.891"	"42"	"4"	"109"	"4"	"144"	"15.9"	"9.61"	"312.93"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q12476"	"Protein AIR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIR2 PE=1 SV=1"	"0.000"	"31.882"	"30"	"6"	"13"	"6"	"344"	"39.3"	"8.82"	"33.73"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P32588"	"Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUB1 PE=1 SV=4"	"0.000"	"31.863"	"15"	"3"	"11"	"3"	"453"	"50.7"	"5.11"	"45.93"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q00873"	"Cytochrome c1 heme lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYT2 PE=3 SV=1"	"0.000"	"31.844"	"41"	"5"	"16"	"5"	"224"	"26.1"	"7.09"	"49.64"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"Q04089"	"Histone-lysine N-methyltransferase, H3 lysine-79 specific OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DOT1 PE=1 SV=1"	"0.000"	"31.804"	"7"	"3"	"10"	"3"	"582"	"66.2"	"9.06"	"38.04"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P50089"	"Uncharacterized protein YGR237C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR237C PE=1 SV=1"	"0.000"	"31.742"	"4"	"4"	"9"	"4"	"785"	"89.2"	"9.07"	"26.40"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q02795"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SWP1 PE=1 SV=1"	"0.000"	"31.653"	"17"	"4"	"14"	"4"	"286"	"31.6"	"7.03"	"32.61"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q12509"	"Actin-like protein ARP6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARP6 PE=1 SV=1"	"0.000"	"31.626"	"13"	"5"	"11"	"5"	"438"	"50.0"	"5.53"	"31.78"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"Q03761"	"Transcription initiation factor TFIID subunit 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAF12 PE=1 SV=1"	"0.000"	"31.585"	"8"	"3"	"8"	"3"	"539"	"61.0"	"9.55"	"28.03"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q06512"	"Nucleolar complex protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOC4 PE=1 SV=1"	"0.000"	"31.497"	"11"	"5"	"19"	"5"	"552"	"63.6"	"6.10"	"44.93"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"Q06151"	"m7GpppX diphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DCS1 PE=1 SV=1"	"0.000"	"31.489"	"19"	"5"	"11"	"5"	"350"	"40.7"	"6.25"	"32.24"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P52919"	"NAP1-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NBP1 PE=1 SV=1"	"0.000"	"31.483"	"18"	"6"	"12"	"6"	"319"	"37.3"	"10.17"	"33.96"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P16550"	"Protein APA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APA1 PE=1 SV=4"	"0.000"	"31.474"	"17"	"3"	"11"	"3"	"321"	"36.5"	"5.02"	"51.76"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P23595"	"Serine/threonine-protein phosphatase PP2A-2 catalytic subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PPH22 PE=1 SV=1"	"0.000"	"31.472"	"13"	"4"	"8"	"2"	"377"	"43.0"	"4.82"	"19.60"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P53255"	"CWF19-like protein DRN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DRN1 PE=1 SV=1"	"0.000"	"31.452"	"13"	"4"	"8"	"4"	"507"	"58.2"	"6.24"	"21.21"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P53890"	"Bud neck protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BNI5 PE=1 SV=1"	"0.000"	"31.433"	"18"	"6"	"11"	"6"	"448"	"49.7"	"4.92"	"25.17"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P38341"	"MICOS complex subunit MIC12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIC12 PE=1 SV=1"	"0.000"	"31.410"	"38"	"4"	"12"	"4"	"106"	"12.4"	"8.40"	"37.52"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q01939"	"26S proteasome regulatory subunit 8 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPT6 PE=1 SV=4"	"0.000"	"31.386"	"18"	"6"	"22"	"6"	"405"	"45.2"	"9.01"	"36.98"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"Q02554"	"Cold sensitive U2 snRNA suppressor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CUS1 PE=1 SV=1"	"0.000"	"31.382"	"16"	"7"	"12"	"7"	"436"	"50.2"	"8.56"	"25.74"	"7"	"1"
"False"	"High"	"IsMasterProtein"	"P53011"	"Nucleoporin SEH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEH1 PE=1 SV=1"	"0.000"	"31.357"	"21"	"5"	"16"	"5"	"349"	"39.1"	"5.57"	"54.08"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P24004"	"Peroxisomal ATPase PEX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX1 PE=1 SV=2"	"0.000"	"31.316"	"7"	"6"	"14"	"6"	"1043"	"117.2"	"6.95"	"26.95"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"Q06892"	"NADH kinase POS5, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POS5 PE=1 SV=2"	"0.000"	"31.288"	"13"	"4"	"10"	"4"	"414"	"46.2"	"8.97"	"36.30"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q00684"	"Tyrosine-protein phosphatase CDC14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC14 PE=1 SV=2"	"0.000"	"31.286"	"14"	"4"	"13"	"4"	"551"	"61.9"	"7.97"	"49.22"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P36044"	"Protein MNN4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MNN4 PE=4 SV=2"	"0.000"	"31.212"	"6"	"6"	"13"	"6"	"1178"	"139.3"	"6.49"	"41.37"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P21801"	"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDH2 PE=1 SV=1"	"0.000"	"31.163"	"14"	"4"	"14"	"4"	"266"	"30.2"	"8.82"	"33.11"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P38786"	"Ribonuclease P/MRP protein subunit RPP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP1 PE=1 SV=1"	"0.000"	"31.145"	"10"	"4"	"12"	"4"	"293"	"32.2"	"9.73"	"34.78"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P09232"	"Cerevisin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRB1 PE=1 SV=1"	"0.000"	"31.131"	"7"	"3"	"9"	"3"	"635"	"69.6"	"6.39"	"23.77"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P05373"	"Delta-aminolevulinic acid dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEM2 PE=1 SV=2"	"0.000"	"31.046"	"15"	"4"	"15"	"4"	"342"	"37.7"	"6.14"	"41.19"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P38915"	"Transcription factor SPT8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPT8 PE=1 SV=1"	"0.000"	"31.014"	"9"	"5"	"15"	"5"	"602"	"66.1"	"4.45"	"37.50"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P43616"	"Cys-Gly metallodipeptidase DUG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DUG1 PE=1 SV=1"	"0.000"	"31.002"	"15"	"5"	"16"	"5"	"481"	"52.8"	"5.67"	"41.24"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P40303"	"Proteasome subunit alpha type-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE6 PE=1 SV=1"	"0.000"	"30.917"	"13"	"3"	"20"	"3"	"254"	"28.4"	"7.36"	"85.70"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q12262"	"Inner kinetochore subunit MCM16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCM16 PE=1 SV=1"	"0.000"	"30.914"	"15"	"2"	"8"	"2"	"181"	"21.1"	"5.78"	"35.90"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P46956"	"Inorganic phosphate transporter PHO86 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHO86 PE=1 SV=1"	"0.000"	"30.892"	"17"	"5"	"23"	"5"	"311"	"34.9"	"9.61"	"74.62"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P37267"	"Assembly factor CBP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CBP4 PE=1 SV=3"	"0.000"	"30.874"	"19"	"3"	"15"	"3"	"147"	"17.5"	"9.17"	"55.55"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P14743"	"Glycylpeptide N-tetradecanoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMT1 PE=1 SV=1"	"0.000"	"30.860"	"15"	"5"	"12"	"5"	"455"	"52.8"	"7.42"	"36.08"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P39081"	"Protein PCF11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCF11 PE=1 SV=2"	"0.000"	"30.847"	"14"	"5"	"8"	"5"	"626"	"71.9"	"7.83"	"30.05"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P40029"	"Peptide methionine sulfoxide reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MXR1 PE=1 SV=1"	"0.000"	"30.831"	"19"	"3"	"9"	"3"	"184"	"21.1"	"6.99"	"34.88"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P08425"	"Phenylalanine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSF1 PE=1 SV=3"	"0.000"	"30.765"	"12"	"4"	"8"	"4"	"469"	"54.8"	"7.99"	"23.60"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P32367"	"Transcription factor tau 95 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFC1 PE=1 SV=1"	"0.000"	"30.758"	"11"	"4"	"12"	"4"	"649"	"73.5"	"5.39"	"31.33"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q03900"	"Uncharacterized protein YDR132C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR132C PE=1 SV=1"	"0.000"	"30.753"	"12"	"6"	"19"	"6"	"495"	"57.2"	"7.37"	"40.80"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"Q08144"	"t-SNARE affecting a late Golgi compartment protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TLG2 PE=1 SV=1"	"0.000"	"30.727"	"12"	"5"	"11"	"5"	"397"	"45.8"	"5.26"	"41.60"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"Q08732"	"Serine/threonine-protein kinase HRK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HRK1 PE=1 SV=1"	"0.000"	"30.723"	"7"	"4"	"14"	"4"	"759"	"85.6"	"7.31"	"30.13"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P53874"	"Ubiquitin carboxyl-terminal hydrolase 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBP10 PE=1 SV=2"	"0.000"	"30.712"	"10"	"6"	"16"	"6"	"792"	"88.5"	"5.50"	"29.50"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P38127"	"Mitochondrial carrier protein RIM2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIM2 PE=1 SV=1"	"0.000"	"30.702"	"13"	"4"	"10"	"4"	"377"	"42.1"	"9.61"	"32.76"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q02887"	"Autophagy-related protein 21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATG21 PE=1 SV=1"	"0.000"	"30.673"	"13"	"3"	"4"	"3"	"496"	"55.2"	"7.52"	"22.78"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q12420"	"66 kDa U4/U6.U5 small nuclear ribonucleoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNU66 PE=1 SV=1"	"0.000"	"30.654"	"12"	"5"	"11"	"5"	"587"	"66.4"	"6.80"	"29.29"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P36121"	"DNA-directed RNA polymerase III subunit RPC5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPC37 PE=1 SV=1"	"0.000"	"30.652"	"14"	"3"	"17"	"3"	"282"	"32.1"	"4.50"	"41.67"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q04969"	"Signal peptidase complex subunit SPC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPC2 PE=1 SV=1"	"0.000"	"30.636"	"13"	"3"	"12"	"3"	"178"	"20.8"	"9.23"	"39.92"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P53148"	"Spindle pole body component SPC105 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPC105 PE=1 SV=1"	"0.000"	"30.541"	"6"	"4"	"11"	"4"	"917"	"104.8"	"5.25"	"41.07"	"4"	"1"
