"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Protein Groups"
"False"	"High"	"IsMasterProtein"	"P40071"	"Transmembrane 9 superfamily member 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMN3 PE=1 SV=1"	"0.000"	"27.481"	"8"	"5"	"10"	"5"	"706"	"81.5"	"7.43"	"32.93"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P40548"	"HSP70 co-chaperone SNL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNL1 PE=1 SV=1"	"0.000"	"27.447"	"12"	"3"	"18"	"3"	"159"	"18.3"	"9.57"	"58.90"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q03655"	"Probable 1,3-beta-glucanosyltransferase GAS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GAS3 PE=1 SV=1"	"0.000"	"27.445"	"10"	"3"	"15"	"3"	"524"	"56.8"	"4.79"	"66.39"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P06777"	"DNA repair protein RAD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD1 PE=1 SV=1"	"0.000"	"27.433"	"3"	"2"	"7"	"2"	"1100"	"126.3"	"5.45"	"25.90"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P53166"	"ATP-dependent RNA helicase MRH4, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRH4 PE=1 SV=1"	"0.000"	"27.418"	"10"	"4"	"14"	"4"	"561"	"63.0"	"9.95"	"40.82"	"4"	"1"
"False"	"High"	"None"	"P33329"	"Serine/threonine-protein phosphatase PP-Z2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PPZ2 PE=1 SV=4"	"0.000"	"27.418"	"8"	"4"	"18"	"3"	"710"	"78.4"	"9.28"	"70.00"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q03525"	"Protein TMA23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA23 PE=1 SV=2"	"0.000"	"27.416"	"17"	"3"	"20"	"3"	"211"	"23.9"	"10.14"	"63.09"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q06504"	"N-terminal acetyltransferase B complex catalytic subunit NAT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAT3 PE=1 SV=2"	"0.000"	"27.397"	"14"	"2"	"11"	"2"	"195"	"22.9"	"7.49"	"41.76"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q07505"	"Putative carboxymethylenebutenolidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDL086W PE=1 SV=1"	"0.000"	"27.356"	"11"	"2"	"12"	"2"	"273"	"30.8"	"6.34"	"54.04"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P36523"	"54S ribosomal protein L15, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL15 PE=1 SV=3"	"0.000"	"27.336"	"21"	"4"	"10"	"4"	"253"	"28.2"	"9.25"	"30.89"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P37020"	"Anion/proton exchange transporter GEF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GEF1 PE=1 SV=2"	"0.000"	"27.306"	"9"	"5"	"11"	"5"	"779"	"87.5"	"7.11"	"29.52"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P21825"	"Translocation protein SEC62 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC62 PE=1 SV=2"	"0.000"	"27.229"	"19"	"5"	"20"	"5"	"274"	"31.3"	"9.72"	"54.09"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"Q06709"	"Cytoplasmic 60S subunit biogenesis factor REH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=REH1 PE=1 SV=1"	"0.000"	"27.195"	"10"	"4"	"9"	"4"	"432"	"49.7"	"7.66"	"24.73"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q07533"	"Cytokinesis protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYK3 PE=1 SV=1"	"0.000"	"27.184"	"5"	"3"	"11"	"3"	"885"	"100.6"	"8.95"	"28.15"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P36084"	"Splicing factor MUD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MUD2 PE=1 SV=3"	"0.000"	"27.183"	"12"	"4"	"8"	"4"	"527"	"60.4"	"8.19"	"21.25"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q05881"	"Uncharacterized protein YLR287C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR287C PE=1 SV=1"	"0.000"	"27.167"	"8"	"3"	"9"	"3"	"355"	"40.9"	"5.07"	"35.85"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q05867"	"Uncharacterized protein YLR283W, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR283W PE=1 SV=1"	"0.000"	"27.164"	"15"	"2"	"14"	"2"	"314"	"36.6"	"7.69"	"43.80"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q06146"	"Uncharacterized protein YLR257W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR257W PE=1 SV=1"	"0.000"	"27.149"	"14"	"4"	"7"	"4"	"321"	"36.0"	"4.91"	"27.74"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P36094"	"Spindle pole body component SPC42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPC42 PE=1 SV=1"	"0.000"	"27.066"	"9"	"4"	"14"	"4"	"363"	"42.2"	"7.90"	"45.28"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q03020"	"Iron sulfur cluster assembly protein 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ISU1 PE=1 SV=1"	"0.000"	"27.050"	"33"	"4"	"16"	"4"	"165"	"17.9"	"9.58"	"41.81"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P26793"	"Flap endonuclease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD27 PE=1 SV=1"	"0.000"	"27.041"	"10"	"3"	"6"	"3"	"382"	"43.3"	"8.92"	"22.45"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P16151"	"Protein ERD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERD1 PE=1 SV=3"	"0.000"	"27.033"	"9"	"3"	"14"	"3"	"362"	"43.2"	"9.29"	"23.07"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q08601"	"Metacaspase-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCA1 PE=1 SV=2"	"0.000"	"27.027"	"13"	"4"	"15"	"4"	"432"	"48.0"	"5.43"	"26.76"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"O13539"	"THO complex subunit THP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=THP2 PE=1 SV=1"	"0.000"	"27.001"	"21"	"4"	"8"	"4"	"261"	"30.3"	"5.10"	"21.18"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P53322"	"High-affinity nicotinic acid transporter OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TNA1 PE=1 SV=1"	"0.000"	"26.995"	"7"	"4"	"11"	"4"	"534"	"60.1"	"6.84"	"25.85"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P31688"	"Trehalose-phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPS2 PE=1 SV=3"	"0.000"	"26.971"	"8"	"6"	"13"	"6"	"896"	"102.9"	"8.15"	"18.94"	"6"	"1"
"False"	"High"	"IsMasterProtein"	"P47035"	"Nucleolar protein NET1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NET1 PE=1 SV=1"	"0.000"	"26.969"	"4"	"4"	"11"	"4"	"1189"	"128.5"	"7.80"	"40.29"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q03798"	"Altered inheritance of mitochondria protein 36, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM36 PE=1 SV=1"	"0.000"	"26.937"	"20"	"4"	"11"	"4"	"255"	"29.1"	"9.32"	"25.25"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P15442"	"eIF-2-alpha kinase GCN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN2 PE=1 SV=3"	"0.000"	"26.934"	"3"	"4"	"22"	"4"	"1659"	"190.1"	"6.37"	"50.20"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q12298"	"Uncharacterized ABC transporter ATP-binding protein YDR061W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR061W PE=1 SV=1"	"0.000"	"26.930"	"12"	"5"	"15"	"5"	"539"	"61.2"	"7.02"	"48.06"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P06242"	"Serine/threonine-protein kinase KIN28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KIN28 PE=1 SV=1"	"0.000"	"26.929"	"19"	"4"	"9"	"4"	"306"	"35.2"	"6.87"	"32.98"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P39705"	"Nucleoporin NUP60 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP60 PE=1 SV=1"	"0.000"	"26.925"	"9"	"3"	"7"	"3"	"539"	"59.0"	"9.33"	"23.54"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q12359"	"Ammonia transport outward protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATO3 PE=1 SV=1"	"0.000"	"26.900"	"7"	"2"	"19"	"2"	"275"	"30.0"	"4.77"	"72.49"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q08237"	"RNA exonuclease 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=REX4 PE=1 SV=1"	"0.000"	"26.847"	"13"	"3"	"14"	"3"	"289"	"32.9"	"9.85"	"49.76"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P23202"	"Transcriptional regulator URE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URE2 PE=1 SV=1"	"0.000"	"26.812"	"9"	"2"	"11"	"2"	"354"	"40.2"	"6.47"	"27.86"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P21192"	"Metallothionein expression activator OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACE2 PE=1 SV=1"	"0.000"	"26.797"	"5"	"3"	"11"	"3"	"770"	"86.6"	"8.31"	"35.25"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P22204"	"Cell cycle protein kinase DBF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBF2 PE=1 SV=3"	"0.000"	"26.796"	"9"	"4"	"14"	"3"	"572"	"66.1"	"8.73"	"47.37"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P32317"	"Protein AFG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AFG1 PE=1 SV=1"	"0.000"	"26.784"	"9"	"4"	"10"	"4"	"509"	"58.2"	"8.50"	"31.86"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P46965"	"Signal peptidase complex subunit SPC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPC1 PE=1 SV=1"	"0.000"	"26.717"	"14"	"2"	"26"	"2"	"94"	"10.8"	"8.63"	"92.87"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q12017"	"Phosducin-like protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PLP2 PE=1 SV=1"	"0.000"	"26.707"	"5"	"1"	"11"	"1"	"286"	"32.8"	"4.72"	"31.90"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"Q3E793"	"BolA-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BOL1 PE=1 SV=1"	"0.000"	"26.671"	"44"	"4"	"11"	"4"	"110"	"12.5"	"9.57"	"33.70"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P20051"	"Dihydroorotase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA4 PE=1 SV=2"	"0.000"	"26.656"	"8"	"2"	"10"	"2"	"364"	"40.3"	"6.54"	"20.97"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q12391"	"Transposon Ty1-NL1 Gag polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY1A-NL1 PE=2 SV=1"	"0.000"	"26.628"	"12"	"4"	"18"	"1"	"440"	"49.3"	"8.34"	"50.24"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P40493"	"25S rRNA (uridine(2634)-N(3))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BMT5 PE=1 SV=1"	"0.000"	"26.619"	"13"	"4"	"13"	"4"	"336"	"39.4"	"9.70"	"24.13"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P36017"	"Vacuolar protein sorting-associated protein 21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS21 PE=1 SV=1"	"0.000"	"26.575"	"33"	"4"	"12"	"4"	"210"	"23.1"	"5.33"	"35.25"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q08687"	"Translation machinery-associated protein 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA16 PE=1 SV=2"	"0.000"	"26.539"	"24"	"3"	"12"	"3"	"178"	"20.8"	"10.07"	"29.66"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P47029"	"Arrestin-related trafficking adapter 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALY2 PE=1 SV=2"	"0.000"	"26.504"	"3"	"2"	"10"	"2"	"1046"	"117.1"	"6.90"	"40.93"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P32331"	"Mitochondrial glycine transporter YMC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMC1 PE=1 SV=2"	"0.000"	"26.475"	"10"	"3"	"8"	"3"	"307"	"33.4"	"9.38"	"20.52"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q03264"	"RNA exonuclease NGL2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NGL2 PE=1 SV=1"	"0.000"	"26.464"	"12"	"4"	"18"	"4"	"515"	"59.5"	"7.87"	"61.03"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P53932"	"Uncharacterized transporter YNL095C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNL095C PE=1 SV=1"	"0.000"	"26.443"	"7"	"4"	"10"	"4"	"642"	"71.2"	"7.58"	"20.99"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q04431"	"Spindle pole body component KRE28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRE28 PE=1 SV=1"	"0.000"	"26.294"	"13"	"3"	"7"	"3"	"385"	"44.6"	"4.87"	"24.55"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P38627"	"CTP synthase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA8 PE=1 SV=4"	"0.000"	"26.239"	"8"	"4"	"10"	"4"	"578"	"64.5"	"5.64"	"24.67"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P33754"	"Translocation protein SEC66 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC66 PE=1 SV=1"	"0.000"	"26.233"	"11"	"2"	"11"	"2"	"206"	"24.2"	"7.24"	"48.58"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q02205"	"Protein MEH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MEH1 PE=1 SV=1"	"0.000"	"26.219"	"22"	"4"	"15"	"4"	"184"	"20.2"	"5.00"	"20.99"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P43556"	"Rho-GTPase-activating protein RGD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RGD2 PE=1 SV=1"	"0.000"	"26.205"	"9"	"5"	"10"	"5"	"714"	"82.2"	"5.82"	"27.57"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P36104"	"COMPASS component SWD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SWD2 PE=1 SV=1"	"0.000"	"26.196"	"13"	"3"	"12"	"3"	"329"	"37.1"	"5.83"	"42.43"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q02793"	"Antiviral protein SKI8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKI8 PE=1 SV=1"	"0.000"	"26.177"	"6"	"2"	"12"	"2"	"397"	"44.2"	"5.57"	"42.64"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P89886"	"Translation machinery-associated protein 20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA20 PE=1 SV=1"	"0.000"	"26.165"	"14"	"2"	"26"	"2"	"181"	"20.3"	"7.03"	"91.27"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P39073"	"Meiotic mRNA stability protein kinase SSN3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSN3 PE=1 SV=3"	"0.000"	"26.161"	"10"	"4"	"13"	"4"	"555"	"62.8"	"9.57"	"39.06"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P53868"	"Alpha-1,2-mannosyltransferase ALG9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALG9 PE=1 SV=1"	"0.000"	"26.127"	"5"	"2"	"10"	"2"	"555"	"63.7"	"8.62"	"27.31"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P49334"	"Mitochondrial import receptor subunit TOM22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOM22 PE=1 SV=3"	"0.000"	"26.091"	"18"	"3"	"34"	"3"	"152"	"16.8"	"4.16"	"132.42"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q08144"	"t-SNARE affecting a late Golgi compartment protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TLG2 PE=1 SV=1"	"0.000"	"26.076"	"12"	"4"	"8"	"4"	"397"	"45.8"	"5.26"	"21.57"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P32352"	"C-8 sterol isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG2 PE=1 SV=1"	"0.000"	"26.068"	"14"	"2"	"31"	"2"	"222"	"24.9"	"5.91"	"148.93"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P40013"	"Protein BIM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BIM1 PE=1 SV=1"	"0.000"	"26.062"	"13"	"4"	"8"	"4"	"344"	"38.3"	"5.38"	"24.87"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q01454"	"DNA polymerase alpha-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CTF4 PE=1 SV=2"	"0.000"	"26.039"	"7"	"4"	"13"	"4"	"927"	"104.4"	"5.24"	"20.49"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P32608"	"Retrograde regulation protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RTG2 PE=1 SV=2"	"0.000"	"26.027"	"10"	"4"	"8"	"4"	"588"	"65.5"	"7.99"	"17.24"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P36147"	"Presequence translocated-associated motor subunit PAM17, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAM17 PE=1 SV=1"	"0.000"	"26.024"	"19"	"2"	"9"	"2"	"197"	"22.0"	"9.67"	"44.98"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q03308"	"Vacuolar protein sorting-associated protein 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS16 PE=1 SV=2"	"0.000"	"26.016"	"7"	"4"	"7"	"4"	"798"	"92.7"	"7.06"	"17.30"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P25368"	"Ribosomal RNA-processing protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRP7 PE=1 SV=1"	"0.000"	"25.980"	"16"	"4"	"17"	"4"	"297"	"34.4"	"8.87"	"51.65"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P25359"	"Exosome complex component RRP43 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRP43 PE=1 SV=2"	"0.000"	"25.978"	"10"	"4"	"18"	"4"	"394"	"44.0"	"4.98"	"54.88"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P40185"	"Protein MMF1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MMF1 PE=1 SV=1"	"0.000"	"25.957"	"27"	"2"	"66"	"2"	"145"	"15.9"	"9.28"	"209.48"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P40522"	"Transcription factor VHR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VHR1 PE=1 SV=1"	"0.000"	"25.946"	"6"	"3"	"8"	"2"	"640"	"71.4"	"9.00"	"25.38"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P29539"	"Telomere length regulator protein RIF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIF1 PE=1 SV=3"	"0.000"	"25.910"	"2"	"2"	"7"	"2"	"1916"	"217.8"	"6.57"	"32.69"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P38064"	"54S ribosomal protein L16, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL16 PE=1 SV=1"	"0.000"	"25.891"	"11"	"2"	"12"	"2"	"232"	"26.5"	"10.32"	"42.29"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P48445"	"Biotin--protein ligase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BPL1 PE=1 SV=1"	"0.000"	"25.849"	"5"	"2"	"8"	"2"	"690"	"76.3"	"6.92"	"24.89"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P32472"	"Peptidyl-prolyl cis-trans isomerase FPR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FPR2 PE=1 SV=1"	"0.000"	"25.834"	"32"	"3"	"16"	"3"	"135"	"14.5"	"5.50"	"61.79"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q99271"	"Na(+)/H(+) antiporter OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NHA1 PE=1 SV=1"	"0.000"	"25.818"	"8"	"4"	"10"	"4"	"985"	"109.3"	"5.49"	"27.28"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P53301"	"Probable glycosidase CRH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CRH1 PE=1 SV=1"	"0.000"	"25.794"	"6"	"2"	"6"	"2"	"507"	"52.7"	"4.65"	"18.10"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P53874"	"Ubiquitin carboxyl-terminal hydrolase 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBP10 PE=1 SV=2"	"0.000"	"25.790"	"5"	"3"	"10"	"3"	"792"	"88.5"	"5.50"	"26.36"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P04806"	"Hexokinase-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXK1 PE=1 SV=2"	"0.000"	"25.773"	"13"	"4"	"7"	"4"	"485"	"53.7"	"5.45"	"21.25"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"P53732"	"37S ribosomal protein S12, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPS12 PE=1 SV=1"	"0.000"	"25.756"	"27"	"3"	"6"	"3"	"153"	"16.9"	"11.18"	"14.34"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q08985"	"Homocysteine S-methyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAM4 PE=1 SV=1"	"0.000"	"25.750"	"28"	"5"	"11"	"5"	"325"	"36.6"	"5.25"	"26.57"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"P53172"	"Protein SDS23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDS23 PE=1 SV=2"	"0.000"	"25.740"	"12"	"3"	"11"	"3"	"527"	"58.1"	"9.04"	"33.64"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q08742"	"Thiosulfate sulfurtransferase RDL2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RDL2 PE=1 SV=1"	"0.000"	"25.678"	"39"	"5"	"16"	"5"	"149"	"16.7"	"9.64"	"52.77"	"5"	"1"
"False"	"High"	"IsMasterProtein"	"Q07655"	"Protein WHI4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=WHI4 PE=1 SV=1"	"0.000"	"25.613"	"8"	"4"	"13"	"3"	"649"	"70.6"	"6.96"	"37.78"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q12285"	"Ubiquitin-like protein MDY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDY2 PE=1 SV=1"	"0.000"	"25.606"	"23"	"3"	"6"	"3"	"212"	"23.7"	"9.22"	"25.22"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P46997"	"J protein JJJ2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=JJJ2 PE=1 SV=2"	"0.000"	"25.571"	"7"	"3"	"8"	"3"	"583"	"67.3"	"7.97"	"22.65"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P47006"	"DNA-directed RNA polymerase I subunit RPA34 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPA34 PE=1 SV=1"	"0.000"	"25.568"	"15"	"2"	"9"	"2"	"233"	"26.9"	"8.73"	"44.87"	"2"	"1"
