PROT1	PROT2	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME
P29366	P29366	1	0	Model	2hda	2	A	4	40.4	9.3	76	126	-	A	5	40.4	9.3	76	126	-	P29366-P29366-MDL-2hda.pdb2-A-4-A-5.pdb
P29366	P38041	1	0	Dom_dom_model	1z9z	-	B	-	28.6	8.5	78	124	SH3_1	A	-	27.5	4.9	19	69	SH3_1	P29366-P38041-MDD-SH3_1-SH3_1-1z9z-B-6-54-A-6-54.pdb
P29366	P39969	1	0	Dom_dom_model	1z9z	-	B	-	28.6	8.5	78	124	SH3_1	A	-	25.5	4.6	49	99	SH3_1	P29366-P39969-MDD-SH3_1-SH3_1-1z9z-B-6-54-A-6-54.pdb
P29366	Q03497	1	0	Structure	2rqw	1	A	0	100.0	19.1	156	260	-	B	0	100.0	2.6	463	486	-	P29366-Q03497-EXP-2rqw.pdb1-A-0-B-0.pdb
P29366	Q04439	1	0	Dom_dom_model	1i07	-	A	-	37.8	8.0	80	123	SH3_1	B	-	30.4	3.7	1093	1138	SH3_1	P29366-Q04439-MDD-SH3_1-SH3_1-1i07-A-10-55-B-10-55.pdb
P29465	P36122	1	0	Model	4wjw	1	P	1	100.0	1.2	12	25	-	B	1	43.6	90.5	44	735	-	P29465-P36122-MDL-4wjw.pdb1-P-1-B-1.pdb
P29465	P40955	1	0	Structure	4wjw	1	P	0	100.0	1.2	12	25	-	B	0	94.4	95.6	31	743	-	P29465-P40955-EXP-4wjw.pdb1-P-0-B-0.pdb
P29468	P45976	1	0	Structure	3c66	1	A	0	99.8	93.3	3	532	-	C	0	100.0	7.3	80	103	-	P29468-P45976-EXP-3c66.pdb1-A-0-C-0.pdb
P29469	P29496	1	0	Structure	3jc6	1	2	0	92.7	30.0	201	460	-	5	0	79.4	41.3	21	340	-	P29469-P29496-EXP-3jc6.pdb1-2-0-5-0.pdb
P29469	P30665	1	0	Structure	5u8t	1	2	0	87.8	76.5	201	864	-	4	0	89.2	80.7	177	929	-	P29469-P30665-EXP-5u8t.pdb1-2-0-4-0.pdb
P29469	P47112	1	0	Structure	5udb	1	2	0	91.1	76.5	201	864	-	8	0	89.0	96.5	13	595	-	P29469-P47112-EXP-5udb.pdb1-2-0-8-0.pdb
P29469	P50874	1	0	Structure	5v8f	1	2	0	91.1	76.5	201	864	-	E	0	87.6	99.4	1	476	-	P29469-P50874-EXP-5v8f.pdb1-2-0-E-0.pdb
P29469	P53091	1	0	Structure	3jc6	1	2	0	92.7	30.0	201	460	-	6	0	72.8	36.1	97	463	-	P29469-P53091-EXP-3jc6.pdb1-2-0-6-0.pdb
P29469	Q08032	1	0	Structure	3jc6	1	2	0	92.7	30.0	201	460	-	E	0	85.6	99.4	5	650	-	P29469-Q08032-EXP-3jc6.pdb1-2-0-E-0.pdb
P29496	P38132	1	0	Structure	5bk4	1	D	0	95.5	89.3	2	693	-	7	0	94.5	86.3	1	729	-	P29496-P38132-EXP-5bk4.pdb1-D-0-7-0.pdb
P29496	P40359	1	0	Structure	3jc6	1	5	0	79.4	41.3	21	340	-	B	0	91.4	93.0	3	200	-	P29496-P40359-EXP-3jc6.pdb1-5-0-B-0.pdb
P29496	P53091	1	0	Structure	3jc7	1	5	0	88.4	95.5	21	760	-	6	0	76.5	85.8	97	969	-	P29496-P53091-EXP-3jc7.pdb1-5-0-6-0.pdb
P29496	Q08032	1	0	Structure	3jc6	1	5	0	79.4	41.3	21	340	-	E	0	85.6	99.4	5	650	-	P29496-Q08032-EXP-3jc6.pdb1-5-0-E-0.pdb
P29496	Q12146	1	0	Structure	3jc6	1	5	0	79.4	41.3	21	340	-	C	0	83.2	98.5	3	193	-	P29496-Q12146-EXP-3jc6.pdb1-5-0-C-0.pdb
P29496	Q12488	1	0	Structure	3jc5	1	5	0	88.2	95.5	21	760	-	A	0	98.6	100.0	1	208	-	P29496-Q12488-EXP-3jc5.pdb1-5-0-A-0.pdb
P29509	P29509	1	0	Structure	3itj	2	B	0	100.0	99.7	2	319	-	C	0	98.4	99.4	2	318	-	P29509-P29509-EXP-3itj.pdb2-B-0-C-0.pdb
P29509	P38816	1	0	Model	3itj	2	B	0	100.0	99.7	2	319	-	C	0	84.2	92.4	25	340	-	P29509-P38816-MDL-3itj.pdb2-B-0-C-0.pdb
P29539	P29539	1	0	Structure	4bjs	1	B	0	100.0	2.9	1857	1911	-	C	0	100.0	2.7	1860	1911	-	P29539-P29539-EXP-4bjs.pdb1-B-0-C-0.pdb
P30656	P30657	1	0	Dom_dom_model	4y7y	-	b	-	25.3	62.0	76	254	Proteasome	a	-	93.0	69.5	39	233	Proteasome	P30656-P30657-MDD-Proteasome-Proteasome-4y7y-b-1-178-a-5-200.pdb
P30656	P32379	1	0	Structure	1ryp	1	Z	0	99.5	73.9	76	287	-	S	0	100.0	93.1	9	250	-	P30656-P32379-EXP-1ryp.pdb1-Z-0-S-0.pdb
P30656	P38624	1	0	Dom_dom_model	4ya5	-	V	-	27.3	62.4	76	255	Proteasome	b	-	95.7	82.3	20	196	Proteasome	P30656-P38624-MDD-Proteasome-Proteasome-4ya5-V-1-178-b-1-178.pdb
P30656	P40302	1	0	Model	1g65	1	K	0	100.0	73.9	76	287	-	C	0	30.6	97.9	6	234	-	P30656-P40302-MDL-1g65.pdb1-K-0-C-0.pdb
P30656	P40303	1	0	Structure	1ryp	1	Z	0	99.5	73.9	76	287	-	R	0	100.0	94.9	3	243	-	P30656-P40303-EXP-1ryp.pdb1-Z-0-R-0.pdb
P30656	P43583	1	0	Dom_dom_model	3l5q	-	G	-	16.1	63.8	72	255	Proteasome	5	-	92.3	23.4	511	1030	BLM10_mid	P30656-P43583-MDD-Proteasome-BLM10_mid-3l5q-G-2028-2214-5-511-1030.pdb
P30657	P38624	1	0	Structure	1ryp	1	2	0	100.0	87.6	34	266	-	H	0	99.5	95.3	11	215	-	P30657-P38624-EXP-1ryp.pdb1-2-0-H-0.pdb
P30657	P40302	1	0	Structure	1ryp	1	2	0	100.0	87.6	34	266	-	T	0	100.0	99.6	2	234	-	P30657-P40302-EXP-1ryp.pdb1-2-0-T-0.pdb
P30665	P38132	1	0	Structure	3jc6	1	4	0	93.5	31.5	177	470	-	7	0	84.9	45.3	4	386	-	P30665-P38132-EXP-3jc6.pdb1-4-0-7-0.pdb
P30665	P47112	1	0	Structure	5udb	1	4	0	100.0	80.5	178	928	-	8	0	89.0	96.5	13	595	-	P30665-P47112-EXP-5udb.pdb1-4-0-8-0.pdb
P30665	P53091	1	0	Structure	3jc6	1	4	0	93.5	31.5	177	470	-	6	0	72.8	36.1	97	463	-	P30665-P53091-EXP-3jc6.pdb1-4-0-6-0.pdb
P30665	P54784	1	0	Structure	5v8f	1	4	0	100.0	80.5	178	928	-	A	0	78.0	52.2	432	908	-	P30665-P54784-EXP-5v8f.pdb1-4-0-A-0.pdb
P30665	P54791	1	0	Structure	5udb	1	4	0	100.0	80.5	178	928	-	D	0	93.1	90.7	46	525	-	P30665-P54791-EXP-5udb.pdb1-4-0-D-0.pdb
P30771	P38798	1	0	Dom_dom_model	2wjv	-	B	-	57.2	15.2	61	208	UPF1_Zn_bind	E	-	26.5	3.1	1031	1064	Upf2	P30771-P38798-MDD-UPF1_Zn_bind-Upf2-2wjv-B-121-272-E-1126-1198.pdb
P30822	P32835	1	0	Structure	3m1i	1	C	0	96.5	97.6	1	1058	-	A	0	95.7	95.0	10	217	-	P30822-P32835-EXP-3m1i.pdb1-C-0-A-0.pdb
P30822	P40517	1	0	Structure	3wyf	1	C	0	96.6	99.2	1	1075	-	B	0	62.9	70.0	97	325	-	P30822-P40517-EXP-3wyf.pdb1-C-0-B-0.pdb
P30822	P41920	1	0	Structure	4hat	1	C	0	96.2	97.0	1	1052	-	B	0	99.2	60.2	80	200	-	P30822-P41920-EXP-4hat.pdb1-C-0-B-0.pdb
P30902	P81450	1	0	Structure	6b8h	1	r	0	95.7	94.3	11	174	-	w	0	100.0	100.0	1	59	-	P30902-P81450-EXP-6b8h.pdb1-r-0-w-0.pdb
P30902	Q06405	1	0	Structure	6cp6	1	7	0	100.0	98.3	4	174	-	U	0	100.0	84.2	7	91	-	P30902-Q06405-EXP-6cp6.pdb1-7-0-U-0.pdb
P30902	Q12349	1	0	Structure	6cp6	1	7	0	100.0	98.3	4	174	-	6	0	100.0	71.8	36	124	-	P30902-Q12349-EXP-6cp6.pdb1-7-0-6-0.pdb
P31109	P32854	1	0	Model	3hd7	2	E	0	39.0	70.1	28	109	-	F	0	31.8	29.5	198	282	-	P31109-P32854-MDL-3hd7.pdb2-E-0-F-0.pdb
P31109	P32867	1	0	Structure	3b5n	1	A	0	100.0	51.3	27	86	-	B	0	100.0	23.8	189	257	-	P31109-P32867-EXP-3b5n.pdb1-A-0-B-0.pdb
P31109	P40357	1	0	Structure	3b5n	1	A	0	100.0	51.3	27	86	-	C	0	100.0	10.3	433	499	-	P31109-P40357-EXP-3b5n.pdb1-A-0-C-0.pdb
P31116	P31116	1	0	Structure	1ebf	1	B	0	100.0	99.7	2	359	-	A	0	100.0	99.7	2	359	-	P31116-P31116-EXP-1ebf.pdb1-B-0-A-0.pdb
P31373	P31373	1	0	Structure	1n8p	1	B	0	100.0	99.7	2	394	-	C	0	100.0	99.7	2	394	-	P31373-P31373-EXP-1n8p.pdb1-B-0-C-0.pdb
P31383	P38903	1	0	Model	3fga	1	A	0	44.2	93.5	33	626	-	B	0	57.7	56.1	285	709	-	P31383-P38903-MDL-3fga.pdb1-A-0-B-0.pdb
P31383	Q00362	1	0	Model	3dw8	2	D	0	44.4	93.2	35	626	-	E	0	56.0	70.9	4	376	-	P31383-Q00362-MDL-3dw8.pdb2-D-0-E-0.pdb
P31384	P39008	1	0	Structure	4b8c	1	D	0	59.7	56.0	135	603	-	E	0	95.4	64.7	149	428	-	P31384-P39008-EXP-4b8c.pdb1-D-0-E-0.pdb
P31386	P31386	1	0	Structure	4d4o	1	B	1	98.5	100.0	1	333	-	A	1	98.2	100.0	1	333	-	P31386-P31386-EXP-4d4o.pdb1-B-1-A-1.pdb
P31386	Q3E840	1	0	Structure	4x33	1	B	0	97.6	99.7	2	333	-	A	0	100.0	68.3	2	57	-	P31386-Q3E840-EXP-4x33.pdb1-B-0-A-0.pdb
P31412	P32366	1	0	Structure	5vox	1	O	0	100.0	100.0	1	392	-	Q	0	100.0	100.0	1	345	-	P31412-P32366-EXP-5vox.pdb1-O-0-Q-0.pdb
P31412	P32563	1	0	Structure	5vox	1	O	0	100.0	100.0	1	392	-	b	0	77.7	97.1	14	829	-	P31412-P32563-EXP-5vox.pdb1-O-0-b-0.pdb
P31412	P48836	1	0	Structure	4efa	1	C	0	100.0	27.0	158	263	-	G	0	91.3	91.2	2	105	-	P31412-P48836-EXP-4efa.pdb1-C-0-G-0.pdb
P31539	P31539	1	0	Structure	5vjh	1	D	0	80.4	79.3	165	884	-	B	0	80.4	79.3	165	884	-	P31539-P31539-EXP-5vjh.pdb1-D-0-B-0.pdb
P31539	P52917	1	0	Dom_dom_model	3pxg	-	D	-	32.0	10.7	344	440	AAA_lid_9	C	-	25.4	14.9	170	234	AAA	P31539-P52917-MDD-AAA_lid_9-AAA-3pxg-D-343-447-C-204-334.pdb
P31688	P31688	1	0	Model	5hvl	3	B	3	34.5	44.0	146	539	-	A	1	34.5	44.0	146	539	-	P31688-P31688-MDL-5hvl.pdb3-B-3-A-1.pdb
P31688	P38426	1	0	Model	5hvl	3	A	0	34.5	44.0	146	539	-	A	1	36.0	38.5	350	755	-	P31688-P38426-MDL-5hvl.pdb3-A-0-A-1.pdb
P31688	P38427	1	0	Model	5hvl	3	A	0	34.5	44.0	146	539	-	A	1	37.3	37.9	383	798	-	P31688-P38427-MDL-5hvl.pdb3-A-0-A-1.pdb
P31688	Q00764	1	0	Model	5hvl	3	B	2	34.5	44.0	146	539	-	A	0	75.8	94.1	16	481	-	P31688-Q00764-MDL-5hvl.pdb3-B-2-A-0.pdb
P32048	P32048	1	0	Model	4ycu	1	A	0	33.5	85.8	74	567	-	A	1	33.5	85.8	74	567	-	P32048-P32048-MDL-4ycu.pdb1-A-0-A-1.pdb
P32074	P53600	1	0	Model	3tjz	2	E	0	33.7	32.0	31	329	-	F	0	41.9	78.3	5	152	-	P32074-P53600-MDL-3tjz.pdb2-E-0-F-0.pdb
P32178	P32178	1	0	Structure	5csm	1	A	0	97.3	100.0	1	256	-	A	1	97.3	100.0	1	256	-	P32178-P32178-EXP-5csm.pdb1-A-0-A-1.pdb
P32263	P32263	1	0	Dom_dom_model	5bse	-	G	-	38.5	35.7	178	281	P5CR_dimer	H	-	38.5	35.7	178	281	P5CR_dimer	P32263-P32263-MDD-P5CR_dimer-P5CR_dimer-5bse-G-169-273-H-169-273.pdb
P32264	P32264	1	0	Model	4q1t	1	C	0	32.6	97.4	9	425	-	A	0	31.7	97.4	9	425	-	P32264-P32264-MDL-4q1t.pdb1-C-0-A-0.pdb
P32288	P32288	1	0	Structure	3fky	1	I	0	96.5	93.5	21	366	-	C	0	98.3	93.5	21	366	-	P32288-P32288-EXP-3fky.pdb1-I-0-C-0.pdb
P32318	P32318	1	0	Structure	3fpz	1	A	0	99.7	95.4	16	326	-	A	3	99.7	95.4	16	326	-	P32318-P32318-EXP-3fpz.pdb1-A-0-A-3.pdb
P32325	P32325	1	0	Structure	5t2s	3	C	0	99.1	16.6	104	220	-	A	0	98.3	16.3	104	218	-	P32325-P32325-EXP-5t2s.pdb3-C-0-A-0.pdb
P32325	P41813	1	0	Dom_dom_model	5t2s	-	C	-	53.1	7.7	189	242	Dfp1_Him1_M	A	-	18.4	7.1	84	172	FHA	P32325-P41813-MDD-Dfp1_Him1_M-FHA-5t2s-C-189-271-A-269-336.pdb
P32328	Q00772	1	0	Dom_dom_model	5a6o	-	A	-	21.0	45.6	170	469	Pkinase	B	-	21.8	51.9	23	318	Pkinase	P32328-Q00772-MDD-Pkinase-Pkinase-5a6o-A-13-275-B-13-275.pdb
P32333	P38144	1	0	Model	5jxt	1	G	0	35.6	15.3	1514	1799	-	M	0	73.3	29.3	420	750	-	P32333-P38144-MDL-5jxt.pdb1-G-0-M-0.pdb
P32337	P32835	1	0	Model	3w3z	1	A	0	91.3	99.6	4	1088	-	B	0	90.4	75.8	13	178	-	P32337-P32835-MDL-3w3z.pdb1-A-0-B-0.pdb
P32337	P32836	1	0	Model	3w3z	1	A	0	91.3	99.6	4	1088	-	B	0	90.4	75.5	14	179	-	P32337-P32836-MDL-3w3z.pdb1-A-0-B-0.pdb
P32337	Q00684	1	0	Structure	4zj7	1	A	0	93.6	99.8	3	1089	-	B	0	100.0	0.9	547	551	-	P32337-Q00684-EXP-4zj7.pdb1-A-0-B-0.pdb
P32337	Q02724	1	0	Structure	5h2v	1	A	0	94.6	99.7	3	1088	-	B	0	100.0	0.8	51	55	-	P32337-Q02724-EXP-5h2v.pdb1-A-0-B-0.pdb
P32337	Q03790	1	0	Structure	3w3y	1	A	0	94.5	99.7	3	1088	-	B	0	100.0	1.7	405	412	-	P32337-Q03790-EXP-3w3y.pdb1-A-0-B-0.pdb
P32340	P32340	1	0	Structure	5yjw	1	A	0	94.4	93.8	33	513	-	A	1	94.4	93.8	33	513	-	P32340-P32340-EXP-5yjw.pdb1-A-0-A-1.pdb
P32345	Q12199	1	0	Model	5w0w	1	C	0	55.0	91.6	3	284	-	B	0	32.5	74.2	93	356	-	P32345-Q12199-MDL-5w0w.pdb1-C-0-B-0.pdb
P32347	P32347	1	0	Model	3gw3	1	A	0	52.4	98.1	4	358	-	A	1	52.4	98.1	4	358	-	P32347-P32347-MDL-3gw3.pdb1-A-0-A-1.pdb
P32349	P32910	1	0	Structure	6eu3	1	O	0	86.1	95.4	31	654	-	P	0	84.8	45.7	171	315	-	P32349-P32910-EXP-6eu3.pdb1-O-0-P-0.pdb
P32356	P34730	1	0	Model	5n6n	1	C	0	96.1	96.5	27	751	-	A	0	98.3	84.6	5	235	-	P32356-P34730-MDL-5n6n.pdb1-C-0-A-0.pdb
P32357	P33334	1	0	Structure	3sbt	1	B	0	94.6	89.3	1	317	-	A	1	99.6	10.4	1835	2086	-	P32357-P33334-EXP-3sbt.pdb1-B-0-A-1.pdb
P32361	P32361	1	0	Structure	2rio	1	B	0	87.6	40.4	665	1115	-	A	0	87.8	40.4	665	1115	-	P32361-P32361-EXP-2rio.pdb1-B-0-A-0.pdb
P32364	P32364	1	0	Model	2kin	1	B	0	35.9	13.6	283	371	-	A	0	33.7	29.6	75	268	-	P32364-P32364-MDL-2kin.pdb1-B-0-A-0.pdb
P32366	P32563	1	0	Structure	6c6l	1	B	0	100.0	99.7	2	345	-	A	0	90.3	98.3	3	828	-	P32366-P32563-EXP-6c6l.pdb1-B-0-A-0.pdb
P32366	P32610	1	0	Structure	5vox	1	Q	0	100.0	100.0	1	345	-	M	0	100.0	82.0	8	217	-	P32366-P32610-EXP-5vox.pdb1-Q-0-M-0.pdb
P32366	P32842	1	0	Structure	6c6l	1	B	0	100.0	99.7	2	345	-	D	0	100.0	95.7	7	163	-	P32366-P32842-EXP-6c6l.pdb1-B-0-D-0.pdb
P32366	P37296	1	0	Model	6c6l	1	B	0	100.0	99.7	2	345	-	A	0	47.8	99.2	3	885	-	P32366-P37296-MDL-6c6l.pdb1-B-0-A-0.pdb
P32366	P53262	1	0	Structure	6c6l	1	B	0	100.0	99.7	2	345	-	N	0	100.0	19.6	212	263	-	P32366-P53262-EXP-6c6l.pdb1-B-0-N-0.pdb
P32368	P32368	1	0	Structure	3lwt	2	X	0	100.0	73.2	1	456	-	X	1	100.0	73.2	1	456	-	P32368-P32368-EXP-3lwt.pdb2-X-0-X-1.pdb
P32368	Q06385	1	0	Structure	4tu3	1	X	0	89.3	71.9	2	449	-	A	0	92.8	80.6	64	341	-	P32368-Q06385-EXP-4tu3.pdb1-X-0-A-0.pdb
P32377	P32377	1	0	Structure	1fi4	1	A	0	97.7	98.7	3	393	-	A	1	97.7	98.7	3	393	-	P32377-P32377-EXP-1fi4.pdb1-A-0-A-1.pdb
P32379	P33297	1	0	Structure	5mp9	1	E	0	100.0	93.1	9	250	-	M	0	93.4	94.0	27	434	-	P32379-P33297-EXP-5mp9.pdb1-E-0-M-0.pdb
P32379	P33299	1	0	Structure	5mp9	1	E	0	100.0	93.1	9	250	-	H	0	91.5	91.2	42	467	-	P32379-P33299-EXP-5mp9.pdb1-E-0-H-0.pdb
P32379	P36040	1	0	Structure	4g4s	1	E	1	100.0	95.8	1	249	-	P	1	71.2	100.0	1	267	-	P32379-P36040-EXP-4g4s.pdb1-E-1-P-1.pdb
P32379	P40302	1	0	Structure	1ryp	1	E	0	100.0	93.1	9	250	-	F	0	100.0	99.6	2	234	-	P32379-P40302-EXP-1ryp.pdb1-E-0-F-0.pdb
P32379	P40303	1	0	Structure	1ryp	1	E	0	100.0	93.1	9	250	-	D	0	100.0	94.9	3	243	-	P32379-P40303-EXP-1ryp.pdb1-E-0-D-0.pdb
P32379	Q05778	1	0	Structure	4g4s	1	E	1	100.0	95.8	1	249	-	O	1	80.3	90.2	28	276	-	P32379-Q05778-EXP-4g4s.pdb1-E-1-O-1.pdb
P32379	Q07951	1	0	Structure	2z5c	1	C	0	86.7	83.8	33	250	-	B	0	59.9	98.9	2	178	-	P32379-Q07951-EXP-2z5c.pdb1-C-0-B-0.pdb
P32379	Q12245	1	0	Structure	2z5c	1	C	0	86.7	83.8	33	250	-	A	0	86.1	97.3	4	147	-	P32379-Q12245-EXP-2z5c.pdb1-C-0-A-0.pdb
P32380	P32380	1	0	Structure	4ds7	6	E	0	93.9	5.2	896	944	-	E	1	93.9	5.2	896	944	-	P32380-P32380-EXP-4ds7.pdb6-E-0-E-1.pdb
P32381	P33204	1	0	Model	2p9k	1	B	0	57.7	91.3	7	363	-	F	0	68.5	98.2	2	169	-	P32381-P33204-MDL-2p9k.pdb1-B-0-F-0.pdb
P32381	P37370	1	0	Dom_dom_model	2a41	-	A	-	40.2	92.3	3	386	Actin	C	-	64.3	3.1	29	53	WH2	P32381-P37370-MDD-Actin-WH2-2a41-A-4-375-C-29-55.pdb
P32381	P38328	1	0	Model	2p9i	1	B	0	56.3	90.8	7	361	-	C	0	40.7	82.6	13	329	-	P32381-P38328-MDL-2p9i.pdb1-B-0-C-0.pdb
P32381	P40518	1	0	Dom_dom_model	4jd2	-	B	-	58.1	92.1	4	386	Actin	G	-	24.3	95.5	4	154	P16-Arc	P32381-P40518-MDD-Actin-P16-Arc-4jd2-B-4-388-G-10-151.pdb
P32381	P47117	1	0	Model	2p9k	1	B	0	57.7	91.3	7	363	-	A	0	58.2	97.1	7	442	-	P32381-P47117-MDL-2p9k.pdb1-B-0-A-0.pdb
P32381	Q04439	1	0	Model	6bnp	1	D	0	46.9	96.4	7	383	-	J	0	36.2	49.6	38	642	-	P32381-Q04439-MDL-6bnp.pdb1-D-0-J-0.pdb
P32381	Q12446	1	0	Dom_dom_model	3m3n	-	B	-	41.0	91.8	2	383	Actin	W	-	52.4	3.2	547	567	WH2	P32381-Q12446-MDD-Actin-WH2-3m3n-B-3-369-W-22-50.pdb
P32445	P32445	1	0	Structure	6cqo	3	D	0	95.1	75.6	18	119	-	C	0	89.3	76.3	18	120	-	P32445-P32445-EXP-6cqo.pdb3-D-0-C-0.pdb
P32447	P32447	1	0	Structure	2hue	4	A	0	100.0	58.4	2	164	-	A	1	100.0	58.4	2	164	-	P32447-P32447-EXP-2hue.pdb4-A-0-A-1.pdb
P32447	P32479	1	0	Dom_dom_model	2z34	-	B	-	64.9	54.8	2	154	ASF1_hist_chap	D	-	59.1	2.3	487	505	HIRA_B	P32447-P32479-MDD-ASF1_hist_chap-HIRA_B-2z34-B-2-160-D-475-496.pdb
P32447	P61830	1	0	Model	2hue	3	A	3	100.0	58.4	2	164	-	B	3	86.5	54.4	62	135	-	P32447-P61830-MDL-2hue.pdb3-A-3-B-3.pdb
P32447	Q07794	1	0	Structure	6f0y	1	A	0	100.0	60.2	2	169	-	B	0	100.0	3.4	419	433	-	P32447-Q07794-EXP-6f0y.pdb1-A-0-B-0.pdb
P32449	P32449	1	0	Structure	1of8	1	B	0	99.1	93.8	23	369	-	A	0	98.0	93.5	23	368	-	P32449-P32449-EXP-1of8.pdb1-B-0-A-0.pdb
P32457	P32458	1	0	Model	4z54	1	A	0	40.3	57.3	111	408	-	B	0	40.6	68.2	14	296	-	P32457-P32458-MDL-4z54.pdb1-A-0-B-0.pdb
P32457	P32468	1	0	Model	4z54	1	A	0	40.3	57.3	111	408	-	B	0	43.6	69.0	32	312	-	P32457-P32468-MDL-4z54.pdb1-A-0-B-0.pdb
P32457	Q07657	1	0	Model	4z54	1	B	0	39.4	57.5	111	409	-	A	0	30.1	58.4	15	336	-	P32457-Q07657-MDL-4z54.pdb1-B-0-A-0.pdb
P32458	P32458	1	0	Model	4z54	1	B	0	40.6	68.2	14	296	-	A	0	39.9	67.7	14	294	-	P32458-P32458-MDL-4z54.pdb1-B-0-A-0.pdb
P32458	P32468	1	0	Model	4z54	1	B	0	40.6	68.2	14	296	-	A	0	44.5	68.8	32	311	-	P32458-P32468-MDL-4z54.pdb1-B-0-A-0.pdb
P32458	Q04921	1	0	Model	4z54	1	B	0	40.6	68.2	14	296	-	A	0	32.2	74.7	23	338	-	P32458-Q04921-MDL-4z54.pdb1-B-0-A-0.pdb
P32458	Q07657	1	0	Model	4z54	1	B	0	40.6	68.2	14	296	-	A	0	30.1	58.4	15	336	-	P32458-Q07657-MDL-4z54.pdb1-B-0-A-0.pdb
P32461	P40487	1	0	Dom_dom_model	6bxo	-	A	-	16.4	54.7	69	396	Diphthamide_syn	B	-	23.1	69.4	99	400	Diphthamide_syn	P32461-P40487-MDD-Diphthamide_syn-Diphthamide_syn-6bxo-A-27-318-B-27-318.pdb
P32462	P32462	1	0	Model	4quv	3	B	0	38.1	87.4	56	438	-	A	0	38.1	87.4	56	438	-	P32462-P32462-MDL-4quv.pdb3-B-0-A-0.pdb
P32464	P38692	1	0	Model	3zhp	2	B	0	35.0	78.2	44	355	-	C	0	50.9	25.5	17	291	-	P32464-P38692-MDL-3zhp.pdb2-B-0-C-0.pdb
P32468	P32468	1	0	Model	4z54	1	B	0	43.6	69.0	32	312	-	A	0	44.5	68.8	32	311	-	P32468-P32468-MDL-4z54.pdb1-B-0-A-0.pdb
P32468	P41901	1	0	Model	3sop	1	B	0	43.4	68.3	35	312	-	A	0	37.8	49.8	109	363	-	P32468-P41901-MDL-3sop.pdb1-B-0-A-0.pdb
P32468	Q07657	1	0	Model	4z54	1	B	0	43.6	69.0	32	312	-	A	0	30.1	58.4	15	336	-	P32468-Q07657-MDL-4z54.pdb1-B-0-A-0.pdb
P32469	P32469	1	0	Model	2dsi	2	B	0	40.9	89.3	1	268	-	B	1	40.9	89.3	1	268	-	P32469-P32469-MDL-2dsi.pdb2-B-0-B-1.pdb
P32479	P32479	1	0	Dom_dom_model	2z34	-	C	-	60.0	2.0	487	503	HIRA_B	D	-	59.1	2.3	487	505	HIRA_B	P32479-P32479-MDD-HIRA_B-HIRA_B-2z34-C-475-494-D-475-496.pdb
P32481	Q05791	1	0	Dom_dom_model	4zgq	-	B	-	95.5	16.1	429	517	eIF2_C	A	-	40.1	55.6	108	307	D123	P32481-Q05791-MDD-eIF2_C-D123-4zgq-B-428-517-A-71-311.pdb
P32485	P34244	1	0	Model	3is5	1	A	0	31.3	62.8	29	301	-	D	0	34.4	14.6	150	370	-	P32485-P34244-MDL-3is5.pdb1-A-0-D-0.pdb
P32485	P38622	1	0	Model	3dae	3	A	0	30.3	63.2	23	297	-	B	0	30.9	57.4	120	413	-	P32485-P38622-MDL-3dae.pdb3-A-0-B-0.pdb
P32485	P38623	1	0	Dom_dom_model	6cpg	-	D	-	23.2	56.6	23	301	Pkinase	A	-	22.3	41.3	163	478	Pkinase	P32485-P38623-MDD-Pkinase-Pkinase-6cpg-D-133-383-A-133-383.pdb
P32490	Q00772	1	0	Dom_dom_model	3ggf	-	B	-	33.7	50.6	223	488	Pkinase	A	-	18.4	51.9	23	318	Pkinase	P32490-Q00772-MDD-Pkinase-Pkinase-3ggf-B-24-274-A-24-274.pdb
P32490	Q01389	1	0	Model	4bc6	1	A	1	31.6	52.6	222	488	-	A	0	35.8	17.9	1175	1439	-	P32490-Q01389-MDL-4bc6.pdb1-A-1-A-0.pdb
P32490	Q12263	1	0	Dom_dom_model	6i2y	-	A	-	28.7	50.6	223	488	Pkinase	B	-	24.9	22.1	21	288	Pkinase	P32490-Q12263-MDD-Pkinase-Pkinase-6i2y-A-36-294-B-36-294.pdb
P32491	Q00772	1	0	Dom_dom_model	3ggf	-	B	-	34.8	50.6	217	481	Pkinase	A	-	18.4	51.9	23	318	Pkinase	P32491-Q00772-MDD-Pkinase-Pkinase-3ggf-B-24-274-A-24-274.pdb
P32491	Q01389	1	0	Model	4qo9	3	B	1	35.2	57.1	215	503	-	A	0	36.2	17.8	1177	1439	-	P32491-Q01389-MDL-4qo9.pdb3-B-1-A-0.pdb
P32492	P32492	1	0	Structure	3mmi	3	B	0	94.0	25.0	1101	1468	-	A	0	95.3	23.2	1103	1444	-	P32492-P32492-EXP-3mmi.pdb3-B-0-A-0.pdb
P32492	P38272	1	0	Structure	4ll8	1	A	0	93.2	30.8	1016	1468	-	E	0	100.0	27.3	81	196	-	P32492-P38272-EXP-4ll8.pdb1-A-0-E-0.pdb
